"","date","id","prec","tair","tw","tmax","tmin","urmax","patm","pnmm","wd","wsmax","n","cc","evap","ur","ws"
"1",1961-01-01 00:00:00,83743,NA,NA,NA,32.4,NA,NA,NA,NA,NA,NA,1.4,NA,2.1,77.75,0
"2",1961-01-01 12:00:00,83743,NA,25.8,24.4,NA,23.9,89,1003.9,NA,0,0,NA,10,NA,NA,NA
"3",1961-01-01 18:00:00,83743,NA,30.6,25,NA,NA,62,1001.1,NA,0,0,NA,10,NA,NA,NA
"4",1961-01-02 00:00:00,83743,NA,27.8,25.3,30.9,NA,80,1003.2,NA,0,0,0.1,10,2.9,81.75,0
"5",1961-01-02 12:00:00,83743,3.5,27,24.8,NA,24.8,83,1003,NA,0,0,NA,10,NA,NA,NA
"6",1961-01-02 18:00:00,83743,NA,30.2,25.3,NA,NA,66,999.6,NA,0,0,NA,10,NA,NA,NA
"7",1961-01-03 00:00:00,83743,NA,25.8,24.4,28.5,NA,89,1001.6,NA,0,0,4.2,10,3.3,82.75,1
"8",1961-01-03 12:00:00,83743,0.4,26.6,24.4,NA,24.6,83,1003.1,NA,0,0,NA,10,NA,NA,NA
"9",1961-01-03 18:00:00,83743,NA,27.2,23.1,NA,NA,70,1002,NA,18,2,NA,10,NA,NA,NA
"10",1961-01-04 00:00:00,83743,NA,25.1,23.8,28,NA,89,1004.8,NA,36,1,6,9,2.8,81.25,2.266667
"11",1961-01-04 12:00:00,83743,0.6,26,23.8,NA,23.5,82,1004.3,NA,5,1.5,NA,7,NA,NA,NA
"12",1961-01-04 18:00:00,83743,NA,27.2,23.9,NA,NA,75,1002.4,NA,14,5.3,NA,6,NA,NA,NA
"13",1961-01-05 00:00:00,83743,NA,25.6,23.6,28,NA,84,1004.2,NA,0,0,2.5,10,2.9,83.75,2.1
"14",1961-01-05 12:00:00,83743,0.2,26,23.7,NA,24.2,82,1005.9,NA,5,1.5,NA,10,NA,NA,NA
"15",1961-01-05 18:00:00,83743,NA,27,23.8,NA,NA,75,1004.3,NA,14,4.8,NA,10,NA,NA,NA
"16",1961-01-06 00:00:00,83743,NA,24.6,23.3,31.2,NA,89,1005.2,NA,0,0,9.1,10,3,74.25,2.033333
"17",1961-01-06 12:00:00,83743,0,28.4,24.8,NA,23.7,74,1003.8,NA,0,0,NA,7,NA,NA,NA
"18",1961-01-06 18:00:00,83743,NA,30.1,26,NA,NA,71,1000.6,NA,14,5.1,NA,6,NA,NA,NA
"19",1961-01-07 00:00:00,83743,NA,27.8,24.7,30.6,NA,76,1001,NA,27,1,0.7,10,4.4,75,0.9
"20",1961-01-07 12:00:00,83743,17.3,27.6,24.6,NA,26.4,78,1004.2,NA,0,0,NA,10,NA,NA,NA
"21",1961-01-07 18:00:00,83743,NA,28,24.2,NA,NA,72,1004.4,NA,18,2.7,NA,10,NA,NA,NA
"22",1961-01-08 00:00:00,83743,NA,26.4,23.2,28.3,NA,75,1007.5,NA,0,0,0.1,10,3.6,81,1
"23",1961-01-08 12:00:00,83743,0.7,26.3,23.7,NA,24.8,80,1008.4,NA,0,0,NA,10,NA,NA,NA
"24",1961-01-08 18:00:00,83743,NA,27.6,23.9,NA,NA,72,1006.4,NA,0,0,NA,10,NA,NA,NA
"25",1961-01-09 00:00:00,83743,NA,25.4,23.6,28.6,NA,86,1008.6,NA,36,3,3.6,10,2.2,82.25,3
"26",1961-01-09 12:00:00,83743,0,25.2,23.8,NA,23.7,88,1008.2,NA,36,1,NA,10,NA,NA,NA
"27",1961-01-09 18:00:00,83743,NA,27.5,24.2,NA,NA,75,1005.2,NA,9,4,NA,10,NA,NA,NA
"28",1961-01-10 00:00:00,83743,NA,26,23.9,28.9,NA,83,1007,NA,5,4,7.1,10,3.2,83.25,2.333333
"29",1961-01-10 12:00:00,83743,0,27.1,24.4,NA,24.1,79,1006.6,NA,9,2,NA,5,NA,NA,NA
"30",1961-01-10 18:00:00,83743,NA,28.2,24.7,NA,NA,74,1004.7,NA,14,5,NA,7,NA,NA,NA
"31",1961-01-11 00:00:00,83743,NA,25.8,24.5,29.4,NA,90,1007,NA,0,0,7.1,9,3.2,81.25,1.333333
"32",1961-01-11 12:00:00,83743,5.9,26.5,24.4,NA,24.4,83,1007.2,NA,0,0,NA,7,NA,NA,NA
"33",1961-01-11 18:00:00,83743,NA,27.9,24.6,NA,NA,76,1006,NA,9,3,NA,10,NA,NA,NA
"34",1961-01-12 00:00:00,83743,NA,26.2,24,29.4,NA,83,1007.9,NA,14,1,3.8,5,3.4,82.5,1
"35",1961-01-12 12:00:00,83743,0,26,23.7,NA,23.7,82,1009.6,NA,36,1,NA,8,NA,NA,NA
"36",1961-01-12 18:00:00,83743,NA,25.8,24.2,NA,NA,88,1008.2,NA,0,0,NA,10,NA,NA,NA
"37",1961-01-13 00:00:00,83743,NA,25.6,23.1,31.6,NA,80,1010.2,NA,9,2,3,10,3,72.75,3.333333
"38",1961-01-13 12:00:00,83743,6.9,27.4,23.5,NA,22.9,71,1010.4,NA,0,0,NA,5,NA,NA,NA
"39",1961-01-13 18:00:00,83743,NA,30.1,24.7,NA,NA,62,1007.4,NA,14,4,NA,4,NA,NA,NA
"40",1961-01-14 00:00:00,83743,NA,25.2,22.4,31.7,NA,79,1007.5,NA,5,6,11.8,6,5.4,70,1.333333
"41",1961-01-14 12:00:00,83743,0,27,22.7,NA,22.2,68,1008.8,NA,0,0,NA,4,NA,NA,NA
"42",1961-01-14 18:00:00,83743,NA,29.6,23.5,NA,NA,58,1006.6,NA,14,4,NA,5,NA,NA,NA
"43",1961-01-15 00:00:00,83743,NA,24.7,21.9,34,NA,77,1008.3,NA,0,0,12.4,0,5.1,67,0.666667
"44",1961-01-15 12:00:00,83743,0,26.2,23,NA,23.1,75,1008.6,NA,36,2,NA,2,NA,NA,NA
"45",1961-01-15 18:00:00,83743,NA,32.4,24.4,NA,NA,49,1007,NA,0,0,NA,3,NA,NA,NA
"46",1961-01-16 00:00:00,83743,NA,28.2,24.4,34.7,NA,72,1008.8,NA,0,0,12.2,1,6.5,56.25,0
"47",1961-01-16 12:00:00,83743,0,28.6,22.8,NA,24.7,59,1009.6,NA,0,0,NA,4,NA,NA,NA
"48",1961-01-16 18:00:00,83743,NA,33.9,24.2,NA,NA,42,1006.8,NA,0,0,NA,6,NA,NA,NA
"49",1961-01-17 00:00:00,83743,NA,29.3,24,35.4,NA,62,1008.6,NA,0,0,12.2,0,7.7,58,1.866667
"50",1961-01-17 12:00:00,83743,0,29.8,24,NA,25.5,60,1011.1,NA,0,0,NA,6,NA,NA,NA
"51",1961-01-17 18:00:00,83743,NA,33.6,25.9,NA,NA,52,1008.7,NA,14,4.6,NA,2,NA,NA,NA
"52",1961-01-18 00:00:00,83743,NA,31,25,36.7,NA,60,1009.4,NA,14,1,10.4,0,7.9,63,2
"53",1961-01-18 12:00:00,83743,0,32.4,26.6,NA,26.8,62,1011.1,NA,27,2,NA,3,NA,NA,NA
"54",1961-01-18 18:00:00,83743,NA,31.6,24.8,NA,NA,56,1009.6,NA,14,4,NA,6,NA,NA,NA
"55",1961-01-19 00:00:00,83743,NA,29.9,25.1,30,NA,67,1011.2,NA,0,0,3.4,2,6.3,78.5,1.833333
"56",1961-01-19 12:00:00,83743,0,27.8,25.2,NA,25.1,80,1012.6,NA,0,0,NA,7,NA,NA,NA
"57",1961-01-19 18:00:00,83743,NA,26.9,24.5,NA,NA,82,1010,NA,14,5.5,NA,10,NA,NA,NA
"58",1961-01-20 00:00:00,83743,NA,26.4,23.4,30.4,NA,76,1011.9,NA,0,0,4.4,10,3.8,68.25,2.166667
"59",1961-01-20 12:00:00,83743,0,27.6,23.1,NA,23.5,67,1011,NA,0,0,NA,9,NA,NA,NA
"60",1961-01-20 18:00:00,83743,NA,28.4,23.4,NA,NA,64,1008.4,NA,14,6.5,NA,4,NA,NA,NA
"61",1961-01-21 00:00:00,83743,NA,27.8,24,33.4,NA,71,1009.5,NA,0,0,12.2,6,4.9,64.25,1.333333
"62",1961-01-21 12:00:00,83743,0,29.2,23.4,NA,24.3,59,1009.6,NA,0,0,NA,5,NA,NA,NA
"63",1961-01-21 18:00:00,83743,NA,29.8,23.6,NA,NA,58,1006,NA,14,4,NA,2,NA,NA,NA
"64",1961-01-22 00:00:00,83743,NA,28.1,24.1,34.3,NA,70,1007.2,NA,0,0,10.5,1,5.7,67.25,2.333333
"65",1961-01-22 12:00:00,83743,0,29.6,24.7,NA,25.1,65,1007.9,NA,32,2,NA,5,NA,NA,NA
"66",1961-01-22 18:00:00,83743,NA,29.8,23.4,NA,NA,56,1005.6,NA,14,5,NA,6,NA,NA,NA
"67",1961-01-23 00:00:00,83743,NA,27,23.6,28.6,NA,74,1008.2,NA,0,0,1.4,3,5.8,84,0.666667
"68",1961-01-23 12:00:00,83743,3,25.3,24.4,NA,24.1,93,1009.1,NA,0,0,NA,10,NA,NA,NA
"69",1961-01-23 18:00:00,83743,NA,28,25,NA,NA,77,1007,NA,14,2,NA,8,NA,NA,NA
"70",1961-01-24 00:00:00,83743,NA,25.7,23.6,28.3,NA,83,1009,NA,0,0,9.1,10,2.3,79.5,2.266667
"71",1961-01-24 12:00:00,83743,0.7,26.6,24.5,NA,24.3,84,1009.5,NA,0,0,NA,6,NA,NA,NA
"72",1961-01-24 18:00:00,83743,NA,27.6,24.6,NA,NA,78,1006.3,NA,9,5.8,NA,3,NA,NA,NA
"73",1961-01-25 00:00:00,83743,NA,26.2,23.4,29.2,NA,78,1009.5,NA,14,1,1.8,9,3.2,89.25,2.433333
"74",1961-01-25 12:00:00,83743,0,26.3,24.3,NA,24.2,84,1008.8,NA,36,2.5,NA,10,NA,NA,NA
"75",1961-01-25 18:00:00,83743,NA,26.6,24.4,NA,NA,83,1006.7,NA,14,4.8,NA,10,NA,NA,NA
"76",1961-01-26 00:00:00,83743,NA,24.2,23.6,25.3,NA,95,1008.8,NA,0,0,0,10,2.9,83.25,2.933333
"77",1961-01-26 12:00:00,83743,62,24,23.4,NA,23.1,95,1007.9,NA,0,0,NA,10,NA,NA,NA
"78",1961-01-26 18:00:00,83743,NA,25.2,22.4,NA,NA,78,1007.5,NA,18,6.8,NA,10,NA,NA,NA
"79",1961-01-27 00:00:00,83743,NA,24.8,22.4,24.8,NA,80,1009.8,NA,14,2,0,10,2.5,88.5,3.666667
"80",1961-01-27 12:00:00,83743,8.9,22.6,21.8,NA,21.3,93,1011.5,NA,14,2,NA,10,NA,NA,NA
"81",1961-01-27 18:00:00,83743,NA,22.6,21.6,NA,NA,91,1010.3,NA,14,5,NA,10,NA,NA,NA
"82",1961-01-28 00:00:00,83743,NA,23.8,22,25.6,NA,85,1011.8,NA,14,4,3,10,2.9,92.25,4.266667
"83",1961-01-28 12:00:00,83743,45.2,23.5,22.4,NA,21.7,90,1010.3,NA,14,6,NA,10,NA,NA,NA
"84",1961-01-28 18:00:00,83743,NA,24.8,23.2,NA,NA,87,1008.7,NA,9,5,NA,10,NA,NA,NA
"85",1961-01-29 00:00:00,83743,NA,22.7,22.2,27.1,NA,96,1010.7,NA,36,1.8,1,10,1.2,86.75,0.5
"86",1961-01-29 12:00:00,83743,4.6,24.2,23,NA,22.3,90,1010.2,NA,0,0,NA,10,NA,NA,NA
"87",1961-01-29 18:00:00,83743,NA,26.6,24.1,NA,NA,81,1008.3,NA,18,1.5,NA,10,NA,NA,NA
"88",1961-01-30 00:00:00,83743,NA,24.8,23.3,27.6,NA,88,1010.7,NA,0,0,4.6,10,2.4,89.5,0.666667
"89",1961-01-30 12:00:00,83743,2.7,25.8,24,NA,23.3,86,1009.2,NA,0,0,NA,9,NA,NA,NA
"90",1961-01-30 18:00:00,83743,NA,24.8,23.8,NA,NA,92,1007.8,NA,14,2,NA,10,NA,NA,NA
"91",1961-01-31 00:00:00,83743,NA,24.4,23.2,27.3,NA,90,1009.6,NA,0,0,0,10,2,85.25,1.666667
"92",1961-01-31 12:00:00,83743,2.5,25.2,23.5,NA,23.3,86,1009.4,NA,0,0,NA,10,NA,NA,NA
"93",1961-01-31 18:00:00,83743,NA,26.4,24,NA,NA,81,1007.6,NA,9,5,NA,10,NA,NA,NA
"94",1961-02-01 00:00:00,83743,NA,25.2,23.6,29.8,NA,87,1010.2,NA,0,0,5.2,10,2.2,88.25,1.666667
"95",1961-02-01 12:00:00,83743,0,26.8,24.6,NA,24.1,83,1009.5,NA,0,0,NA,7,NA,NA,NA
"96",1961-02-01 18:00:00,83743,NA,26.8,25,NA,NA,86,1008,NA,14,5,NA,9,NA,NA,NA
"97",1961-02-02 00:00:00,83743,NA,26.2,25.2,29.4,NA,92,1009.6,NA,0,0,11,10,3.5,76.75,1.666667
"98",1961-02-02 12:00:00,83743,0.2,27.2,24.1,NA,24.1,77,1010.7,NA,0,0,NA,2,NA,NA,NA
"99",1961-02-02 18:00:00,83743,NA,28.6,25.4,NA,NA,76,1007.4,NA,14,5,NA,5,NA,NA,NA
"100",1961-02-03 00:00:00,83743,NA,28.4,25.4,30.6,NA,77,1009.5,NA,0,0,5.8,1,3.5,80.75,0.333333
"101",1961-02-03 12:00:00,83743,0,27.5,25.4,NA,25.1,83,1010.8,NA,0,0,NA,2,NA,NA,NA
"102",1961-02-03 18:00:00,83743,NA,28.9,25.3,NA,NA,74,1009.8,NA,14,1,NA,7,NA,NA,NA
"103",1961-02-04 00:00:00,83743,NA,26.8,24.6,28.8,NA,83,1011.9,NA,0,0,4.8,10,3,80.5,2
"104",1961-02-04 12:00:00,83743,1.7,26.4,23.9,NA,24.1,80,1012.4,NA,0,0,NA,10,NA,NA,NA
"105",1961-02-04 18:00:00,83743,NA,28.1,24.7,NA,NA,74,1009.9,NA,9,6,NA,7,NA,NA,NA
"106",1961-02-05 00:00:00,83743,NA,25.8,23.7,29.3,NA,84,1011.5,NA,0,0,0.6,10,3,81.25,0
"107",1961-02-05 12:00:00,83743,0.2,25.6,23.6,NA,24.6,84,1010.2,NA,0,0,NA,10,NA,NA,NA
"108",1961-02-05 18:00:00,83743,NA,28,24.6,NA,NA,75,1008.6,NA,0,0,NA,10,NA,NA,NA
"109",1961-02-06 00:00:00,83743,NA,27.2,25,30.9,NA,83,1008.8,NA,0,0,9.5,0,2.7,73.75,2.333333
"110",1961-02-06 12:00:00,83743,0,28,24.9,NA,24.5,76,1009.8,NA,0,0,NA,7,NA,NA,NA
"111",1961-02-06 18:00:00,83743,NA,30.1,25.5,NA,NA,67,1008.7,NA,14,7,NA,3,NA,NA,NA
"112",1961-02-07 00:00:00,83743,NA,27.4,24.2,31.3,NA,76,1010.6,NA,0,0,10,3,4.3,74.5,1.766667
"113",1961-02-07 12:00:00,83743,0,27.1,24.7,NA,25.1,81,1012.4,NA,0,0,NA,7,NA,NA,NA
"114",1961-02-07 18:00:00,83743,NA,31,25.5,NA,NA,63,1009.4,NA,14,3.3,NA,6,NA,NA,NA
"115",1961-02-08 00:00:00,83743,NA,26.2,23.2,32,NA,77,1011.2,NA,32,2,11.6,10,4.6,76.25,1.5
"116",1961-02-08 12:00:00,83743,1,27.8,24.8,NA,24.4,77,1011.5,NA,0,0,NA,2,NA,NA,NA
"117",1961-02-08 18:00:00,83743,NA,31.6,26.2,NA,NA,64,1008.6,NA,18,4.5,NA,4,NA,NA,NA
"118",1961-02-09 00:00:00,83743,NA,27,24.7,29.6,NA,82,1011.2,NA,0,0,6.9,2,4.4,79,1.666667
"119",1961-02-09 12:00:00,83743,0,27.2,25.1,NA,25.2,84,1011,NA,0,0,NA,8,NA,NA,NA
"120",1961-02-09 18:00:00,83743,NA,29.2,25,NA,NA,70,1008.7,NA,14,4,NA,6,NA,NA,NA
"121",1961-02-10 00:00:00,83743,NA,26.9,24.4,28.3,NA,81,1010.7,NA,14,1,12,10,3.5,80.75,1.933333
"122",1961-02-10 12:00:00,83743,18.6,26.3,24.5,NA,23.9,86,1011.5,NA,0,0,NA,10,NA,NA,NA
"123",1961-02-10 18:00:00,83743,NA,27.7,24.4,NA,NA,75,1009.2,NA,14,4.8,NA,7,NA,NA,NA
"124",1961-02-11 00:00:00,83743,NA,26,23.6,31.8,NA,81,1010.4,NA,9,1,1.6,10,3,72.5,2
"125",1961-02-11 12:00:00,83743,0,27.8,24.8,NA,23.4,77,1007.8,NA,0,0,NA,0,NA,NA,NA
"126",1961-02-11 18:00:00,83743,NA,30.7,25.9,NA,NA,67,1003.4,NA,14,6,NA,4,NA,NA,NA
"127",1961-02-12 00:00:00,83743,NA,29.4,25.6,29.6,NA,73,1004.2,NA,0,0,0.7,5,4.4,73.25,1.1
"128",1961-02-12 12:00:00,83743,7.4,26,23.3,NA,23.1,78,1004.3,NA,23,2,NA,10,NA,NA,NA
"129",1961-02-12 18:00:00,83743,NA,29.4,24.6,NA,NA,67,1003.1,NA,27,1.3,NA,10,NA,NA,NA
"130",1961-02-13 00:00:00,83743,NA,26.1,22.9,26.1,NA,74,1005.4,NA,0,0,0,10,3.1,85.5,2.333333
"131",1961-02-13 12:00:00,83743,9,24.6,23.6,NA,23.6,92,1007.2,NA,0,0,NA,10,NA,NA,NA
"132",1961-02-13 18:00:00,83743,NA,24.1,22,NA,NA,82,1006.2,NA,18,2,NA,10,NA,NA,NA
"133",1961-02-14 00:00:00,83743,NA,23.6,21.8,24.5,NA,84,1009,NA,5,5,0,10,2,82.5,0.333333
"134",1961-02-14 12:00:00,83743,10.4,22.8,20.6,NA,20.2,82,1012.3,NA,0,0,NA,10,NA,NA,NA
"135",1961-02-14 18:00:00,83743,NA,22.5,20,NA,NA,78,1012.7,NA,0,0,NA,10,NA,NA,NA
"136",1961-02-15 00:00:00,83743,NA,21.2,19.6,23.9,NA,85,1015.9,NA,5,1,0,10,1.9,89,0.666667
"137",1961-02-15 12:00:00,83743,11.1,21.9,20.9,NA,21.1,91,1016.6,NA,0,0,NA,10,NA,NA,NA
"138",1961-02-15 18:00:00,83743,NA,23,21.3,NA,NA,85,1014.8,NA,36,2,NA,10,NA,NA,NA
"139",1961-02-16 00:00:00,83743,NA,22.4,21.2,27.2,NA,90,1015.8,NA,0,0,6.3,10,1.7,85.25,2.666667
"140",1961-02-16 12:00:00,83743,1.7,22.8,21.6,NA,21.4,90,1013.5,NA,0,0,NA,10,NA,NA,NA
"141",1961-02-16 18:00:00,83743,NA,27.2,23.4,NA,NA,71,1011.2,NA,14,6,NA,9,NA,NA,NA
"142",1961-02-17 00:00:00,83743,NA,23.6,22.4,28.4,NA,90,1012.4,NA,36,2,0.8,10,2.8,81.5,3.366667
"143",1961-02-17 12:00:00,83743,0.1,24.1,22.6,NA,22.5,87,1013.2,NA,0,0,NA,10,NA,NA,NA
"144",1961-02-17 18:00:00,83743,NA,27.9,24.8,NA,NA,77,1010.4,NA,9,3.1,NA,10,NA,NA,NA
"145",1961-02-18 00:00:00,83743,NA,25,22.6,29.2,NA,81,1011.6,NA,5,7,2.3,10,2.7,79.75,1.333333
"146",1961-02-18 12:00:00,83743,0,25.4,23.2,NA,23.5,83,1012.8,NA,0,0,NA,10,NA,NA,NA
"147",1961-02-18 18:00:00,83743,NA,27.2,24,NA,NA,76,1010.6,NA,14,2,NA,10,NA,NA,NA
"148",1961-02-19 00:00:00,83743,NA,25.8,23.3,27.7,NA,80,1011.4,NA,5,2,11.3,3,2.7,77.25,3.333333
"149",1961-02-19 12:00:00,83743,0,27.1,24,NA,23.5,76,1010.7,NA,0,0,NA,5,NA,NA,NA
"150",1961-02-19 18:00:00,83743,NA,26.9,23.6,NA,NA,75,1007,NA,14,8,NA,5,NA,NA,NA
"151",1961-02-20 00:00:00,83743,NA,25.8,23.1,28.7,NA,79,1009,NA,5,2,4.8,2,3.8,72,1.5
"152",1961-02-20 12:00:00,83743,0,25.6,22.4,NA,22.9,74,1009.6,NA,0,0,NA,9,NA,NA,NA
"153",1961-02-20 18:00:00,83743,NA,28.4,23.4,NA,NA,66,1007.1,NA,14,4.5,NA,7,NA,NA,NA
"154",1961-02-21 00:00:00,83743,NA,25.8,22.5,32.5,NA,74,1008.2,NA,0,0,10.3,10,3.3,70.25,1.7
"155",1961-02-21 12:00:00,83743,8,27.1,23.6,NA,23.4,73,1009.4,NA,0,0,NA,3,NA,NA,NA
"156",1961-02-21 18:00:00,83743,NA,31.7,24.7,NA,NA,54,1006,NA,14,5.1,NA,4,NA,NA,NA
"157",1961-02-22 00:00:00,83743,NA,26.2,23.2,34.1,NA,77,1007.9,NA,0,0,10.9,4,4.5,68.25,2.166667
"158",1961-02-22 12:00:00,83743,0,28,24.1,NA,24.6,71,1009.2,NA,0,0,NA,6,NA,NA,NA
"159",1961-02-22 18:00:00,83743,NA,29.6,24.1,NA,NA,62,1007.1,NA,14,6.5,NA,7,NA,NA,NA
"160",1961-02-23 00:00:00,83743,NA,27.4,23.3,31.6,NA,70,1008.7,NA,0,0,3.4,4,5,81.75,0.6
"161",1961-02-23 12:00:00,83743,0,26.8,24.2,NA,22.1,80,1009.6,NA,36,1.8,NA,10,NA,NA,NA
"162",1961-02-23 18:00:00,83743,NA,30.2,25.2,NA,NA,65,1006.7,NA,0,0,NA,8,NA,NA,NA
"163",1961-02-24 00:00:00,83743,NA,23.8,22.7,30.5,NA,91,1011.5,NA,0,0,2.7,10,3.3,74.25,0.866667
"164",1961-02-24 12:00:00,83743,15.4,25.2,22.5,NA,22.8,79,1009.6,NA,0,0,NA,7,NA,NA,NA
"165",1961-02-24 18:00:00,83743,NA,29.3,24.5,NA,NA,66,1006.4,NA,14,2.6,NA,6,NA,NA,NA
"166",1961-02-25 00:00:00,83743,NA,27.8,24.6,34.5,NA,76,1007.6,NA,0,0,1,6,3.5,66.5,3.466667
"167",1961-02-25 12:00:00,83743,0,28,24.4,NA,24.9,73,1008.6,NA,0,0,NA,8,NA,NA,NA
"168",1961-02-25 18:00:00,83743,NA,29.7,24.7,NA,NA,65,1005.9,NA,14,7.4,NA,5,NA,NA,NA
"169",1961-02-26 00:00:00,83743,NA,28.4,23.4,35.3,NA,64,1007.6,NA,27,3,11.4,10,5,59.25,1.5
"170",1961-02-26 12:00:00,83743,0,29.2,25,NA,25.2,70,1007.8,NA,0,0,NA,5,NA,NA,NA
"171",1961-02-26 18:00:00,83743,NA,34.8,25.9,NA,NA,47,1005.5,NA,5,1,NA,2,NA,NA,NA
"172",1961-02-27 00:00:00,83743,NA,29.8,24,36.4,NA,60,1007.4,NA,23,3.5,11,0,7.3,72.25,1.9
"173",1961-02-27 12:00:00,83743,0,28.8,24.1,NA,26.1,66,1009.1,NA,0,0,NA,7,NA,NA,NA
"174",1961-02-27 18:00:00,83743,NA,29.8,24.8,NA,NA,65,1006.8,NA,9,5.7,NA,5,NA,NA,NA
"175",1961-02-28 00:00:00,83743,NA,27,24.3,29.1,NA,79,1009.2,NA,0,0,2.9,9,6,82.75,2.166667
"176",1961-02-28 12:00:00,83743,0,27.2,24.8,NA,25.6,82,1009.1,NA,0,0,NA,8,NA,NA,NA
"177",1961-02-28 18:00:00,83743,NA,27.7,24.6,NA,NA,77,1008,NA,14,6.5,NA,9,NA,NA,NA
"178",1961-03-01 00:00:00,83743,NA,26,24.2,26.4,NA,86,1010.2,NA,0,0,0,10,3,89.5,2.766667
"179",1961-03-01 12:00:00,83743,2.1,25.2,24.2,NA,23,92,1010,NA,27,2,NA,10,NA,NA,NA
"180",1961-03-01 18:00:00,83743,NA,23.1,22.6,NA,NA,96,1009,NA,14,4.3,NA,10,NA,NA,NA
"181",1961-03-02 00:00:00,83743,NA,24.2,22.4,27,NA,85,1011.5,NA,14,2,7.9,10,2.2,70.5,2
"182",1961-03-02 12:00:00,83743,61.9,24.7,21.2,NA,22.7,72,1012.7,NA,14,1,NA,7,NA,NA,NA
"183",1961-03-02 18:00:00,83743,NA,26.8,21.5,NA,NA,60,1010.6,NA,14,5,NA,6,NA,NA,NA
"184",1961-03-03 00:00:00,83743,NA,23.6,20.6,26.1,NA,75,1015.2,NA,0,0,10.6,9,5,77.75,2.833333
"185",1961-03-03 12:00:00,83743,0,23.7,20.9,NA,20.8,76,1012.7,NA,0,0,NA,2,NA,NA,NA
"186",1961-03-03 18:00:00,83743,NA,25.8,21.9,NA,NA,69,1009,NA,14,5,NA,3,NA,NA,NA
"187",1961-03-04 00:00:00,83743,NA,23.6,21.6,27,NA,83,1011.4,NA,14,3.5,11,7,3.8,78.75,2.333333
"188",1961-03-04 12:00:00,83743,0,24.1,22.2,NA,21.5,84,1010.2,NA,36,1,NA,0,NA,NA,NA
"189",1961-03-04 18:00:00,83743,NA,26.8,22.8,NA,NA,69,1007.1,NA,14,6,NA,1,NA,NA,NA
"190",1961-03-05 00:00:00,83743,NA,25.6,23.2,29.2,NA,81,1009.2,NA,0,0,9.7,6,3.3,78.75,2.333333
"191",1961-03-05 12:00:00,83743,0,26.3,24.1,NA,23.1,83,1009.1,NA,0,0,NA,4,NA,NA,NA
"192",1961-03-05 18:00:00,83743,NA,27.4,24,NA,NA,74,1006.7,NA,14,6,NA,2,NA,NA,NA
"193",1961-03-06 00:00:00,83743,NA,26,23.4,27.6,NA,79,1010,NA,5,1,0.3,10,3.8,80,1.566667
"194",1961-03-06 12:00:00,83743,0,24,21.2,NA,22.6,77,1013,NA,32,1,NA,10,NA,NA,NA
"195",1961-03-06 18:00:00,83743,NA,26.8,22.8,NA,NA,69,1010.6,NA,5,1.7,NA,9,NA,NA,NA
"196",1961-03-07 00:00:00,83743,NA,25,23.4,25.7,NA,87,1012,NA,36,2,0.2,10,2.8,90.75,0
"197",1961-03-07 12:00:00,83743,0,24.5,22.5,NA,23.1,83,1011.1,NA,0,0,NA,10,NA,NA,NA
"198",1961-03-07 18:00:00,83743,NA,24.3,22.9,NA,NA,88,1009,NA,0,0,NA,10,NA,NA,NA
"199",1961-03-08 00:00:00,83743,NA,23.8,23.3,31.3,NA,96,1009.1,NA,0,0,3.2,10,1,71.5,0
"200",1961-03-08 12:00:00,83743,6.7,24.6,22.7,NA,23.4,85,1008.7,NA,0,0,NA,10,NA,NA,NA
"201",1961-03-08 18:00:00,83743,NA,30.5,24.2,NA,NA,57,1005.1,NA,0,0,NA,10,NA,NA,NA
"202",1961-03-09 00:00:00,83743,NA,27.5,23.8,28.9,NA,72,1007.4,NA,0,0,9.9,10,3.4,77.5,3.466667
"203",1961-03-09 12:00:00,83743,0,26,23.7,NA,24,82,1008.7,NA,5,1.6,NA,4,NA,NA,NA
"204",1961-03-09 18:00:00,83743,NA,28.5,24.4,NA,NA,70,1007.9,NA,14,8.8,NA,4,NA,NA,NA
"205",1961-03-10 00:00:00,83743,NA,26.4,23.8,29.1,NA,79,1011.4,NA,0,0,10.6,2,2.8,81.25,4
"206",1961-03-10 12:00:00,83743,0,26.5,23.8,NA,23.3,78,1013.1,NA,0,0,NA,3,NA,NA,NA
"207",1961-03-10 18:00:00,83743,NA,27.4,24.4,NA,NA,77,1010,NA,9,7,NA,3,NA,NA,NA
"208",1961-03-11 00:00:00,83743,NA,26,24.1,29.8,NA,85,1011.2,NA,9,5,9.1,9,3.4,82.75,2.666667
"209",1961-03-11 12:00:00,83743,0,27.1,24.6,NA,24.3,81,1011.1,NA,0,0,NA,5,NA,NA,NA
"210",1961-03-11 18:00:00,83743,NA,28.5,25.3,NA,NA,76,1006.8,NA,14,5,NA,2,NA,NA,NA
"211",1961-03-12 00:00:00,83743,NA,26.6,25,30.3,NA,87,1008.4,NA,14,3,7.3,3,3,86.5,4.133333
"212",1961-03-12 12:00:00,83743,0,27.1,25.5,NA,23.3,87,1007.9,NA,0,0,NA,10,NA,NA,NA
"213",1961-03-12 18:00:00,83743,NA,29.4,25.3,NA,NA,71,1004.2,NA,14,5,NA,4,NA,NA,NA
"214",1961-03-13 00:00:00,83743,NA,23.4,22.8,33.5,NA,94,1009.6,NA,23,7.4,9.5,10,3.8,75.25,0
