"","date","id","prec","tair","tw","tmax","tmin","urmax","patm","pnmm","wd","wsmax","n","cc","evap","ur","ws"
"4493",1965-02-06 12:00:00,83743,24.3,23.2,22.6,NA,22,95,1004.8,NA,0,0,NA,10,NA,NA,NA
"4494",1965-02-06 18:00:00,83743,NA,25.9,22.9,NA,NA,76,1002.7,NA,14,6.4,NA,7,NA,NA,NA
"4495",1965-02-07 00:00:00,83743,NA,24.7,22.4,30.7,NA,81,1005.1,NA,0,0,10.6,10,2.2,72.25,1.5
"4496",1965-02-07 12:00:00,83743,0,25,23.4,NA,22.5,87,1003.6,NA,0,0,NA,6,NA,NA,NA
"4497",1965-02-07 18:00:00,83743,NA,29.7,25.2,NA,NA,68,1000.3,NA,14,4.5,NA,2,NA,NA,NA
"4498",1965-02-08 00:00:00,83743,NA,27.6,23.1,28.7,NA,67,1002.3,NA,0,0,0.9,0,4.2,66.25,4.3
"4499",1965-02-08 12:00:00,83743,0,27.4,24.4,NA,25.5,77,1003.9,NA,36,2.9,NA,8,NA,NA,NA
"4500",1965-02-08 18:00:00,83743,NA,27.9,21.8,NA,NA,56,1002.6,NA,9,9,NA,4,NA,NA,NA
"4501",1965-02-09 00:00:00,83743,NA,26,21.6,27.6,NA,66,1006,NA,9,1,3.2,10,5.3,74.5,3.333333
"4502",1965-02-09 12:00:00,83743,0,25.8,23,NA,24.7,78,1007.9,NA,0,0,NA,10,NA,NA,NA
"4503",1965-02-09 18:00:00,83743,NA,26.4,22.2,NA,NA,68,1007.2,NA,14,7,NA,10,NA,NA,NA
"4504",1965-02-10 00:00:00,83743,NA,25,22,27.2,NA,76,1009.6,NA,5,3,3,10,4.3,70.25,3.566667
"4505",1965-02-10 12:00:00,83743,0,25.9,22.9,NA,23.6,73,1012.2,NA,9,3.7,NA,9,NA,NA,NA
"4506",1965-02-10 18:00:00,83743,NA,26.6,21.6,NA,NA,62,1010.4,NA,14,5,NA,10,NA,NA,NA
"4507",1965-02-11 00:00:00,83743,NA,24.9,21.5,24.9,NA,73,1012.8,NA,9,2,0,10,4.1,86.5,1
"4508",1965-02-11 12:00:00,83743,2,22.5,21.4,NA,21.6,90,1012.6,NA,0,0,NA,10,NA,NA,NA
"4509",1965-02-11 18:00:00,83743,NA,23.8,20.9,NA,NA,76,1010.6,NA,9,3,NA,10,NA,NA,NA
"4510",1965-02-12 00:00:00,83743,NA,21.9,20.8,28.3,NA,90,1011.5,NA,0,0,6.6,10,1.7,81.5,2
"4511",1965-02-12 12:00:00,83743,18,23.2,22,NA,21.3,89,1009.9,NA,0,0,NA,10,NA,NA,NA
"4512",1965-02-12 18:00:00,83743,NA,27.9,24.2,NA,NA,73,1005.6,NA,14,6,NA,4,NA,NA,NA
"4513",1965-02-13 00:00:00,83743,NA,26,23.8,35,NA,82,1006.8,NA,0,0,4.5,10,2.7,68,0
"4514",1965-02-13 12:00:00,83743,0,28.3,25.4,NA,24.9,78,1006.6,NA,0,0,NA,9,NA,NA,NA
"4515",1965-02-13 18:00:00,83743,NA,33.3,24.5,NA,NA,46,1004.4,NA,0,0,NA,10,NA,NA,NA
"4516",1965-02-14 00:00:00,83743,NA,28.4,24.8,36.4,NA,74,1006,NA,0,0,8,10,6.2,61.5,2.466667
"4517",1965-02-14 12:00:00,83743,0,30.4,23.2,NA,26.3,52,1006,NA,32,5.4,NA,7,NA,NA,NA
"4518",1965-02-14 18:00:00,83743,NA,32.5,25,NA,NA,52,1004,NA,14,2,NA,8,NA,NA,NA
"4519",1965-02-15 00:00:00,83743,NA,28.2,24.3,29.9,NA,71,1008.7,NA,0,0,4.2,10,6,81,1.433333
"4520",1965-02-15 12:00:00,83743,0.8,26.9,24.4,NA,24.3,81,1010.7,NA,0,0,NA,8,NA,NA,NA
"4521",1965-02-15 18:00:00,83743,NA,27.8,23.7,NA,NA,69,1009.2,NA,14,4.3,NA,9,NA,NA,NA
"4522",1965-02-16 00:00:00,83743,NA,26.2,24.5,29.8,NA,87,1011,NA,0,0,8.3,10,3.2,80.5,1.766667
"4523",1965-02-16 12:00:00,83743,0,27.2,24.3,NA,24.7,78,1009.9,NA,0,0,NA,8,NA,NA,NA
"4524",1965-02-16 18:00:00,83743,NA,28.4,24.9,NA,NA,74,1006.2,NA,14,5.3,NA,8,NA,NA,NA
"4525",1965-02-17 00:00:00,83743,NA,25.5,23.6,33,NA,85,1007.6,NA,0,0,8.1,10,2.7,71,0.666667
"4526",1965-02-17 12:00:00,83743,0.1,27.4,24.4,NA,24,77,1004.8,NA,0,0,NA,5,NA,NA,NA
"4527",1965-02-17 18:00:00,83743,NA,32.6,25.2,NA,NA,53,1000.8,NA,5,2,NA,6,NA,NA,NA
"4528",1965-02-18 00:00:00,83743,NA,26.2,23.2,27.3,NA,77,1003.6,NA,0,0,0.1,10,4.8,71.5,0
"4529",1965-02-18 12:00:00,83743,13.5,26,22.4,NA,23.7,72,1005.8,NA,0,0,NA,10,NA,NA,NA
"4530",1965-02-18 18:00:00,83743,NA,26.8,22,NA,NA,64,1005.5,NA,0,0,NA,10,NA,NA,NA
"4531",1965-02-19 00:00:00,83743,NA,25.2,22,27.5,NA,75,1009.1,NA,0,0,4,10,3.6,73.25,3.033333
"4532",1965-02-19 12:00:00,83743,0,24.9,22.4,NA,22.9,80,1010,NA,0,0,NA,10,NA,NA,NA
"4533",1965-02-19 18:00:00,83743,NA,25.9,22.1,NA,NA,71,1008.7,NA,14,4.1,NA,10,NA,NA,NA
"4534",1965-02-20 00:00:00,83743,NA,25,21.4,28,NA,71,1011,NA,9,5,5.7,6,3.9,73,2.733333
"4535",1965-02-20 12:00:00,83743,0,24.4,21.6,NA,22.4,77,1011.5,NA,0,0,NA,9,NA,NA,NA
"4536",1965-02-20 18:00:00,83743,NA,27.3,23.1,NA,NA,69,1010.2,NA,9,3.2,NA,10,NA,NA,NA
"4537",1965-02-21 00:00:00,83743,NA,24.6,21.3,25.4,NA,73,1010.8,NA,5,5,0,10,3.9,89.5,0.633333
"4538",1965-02-21 12:00:00,83743,0,23.7,22,NA,22.9,85,1011.4,NA,36,1.9,NA,10,NA,NA,NA
"4539",1965-02-21 18:00:00,83743,NA,25,23.4,NA,NA,87,1010.2,NA,0,0,NA,10,NA,NA,NA
"4540",1965-02-22 00:00:00,83743,NA,24.6,23.7,30.4,NA,93,1010.8,NA,0,0,0.3,10,1.2,79.25,0.5
"4541",1965-02-22 12:00:00,83743,0.8,26.1,24,NA,23.4,83,1009.6,NA,0,0,NA,10,NA,NA,NA
"4542",1965-02-22 18:00:00,83743,NA,28.2,24.1,NA,NA,70,1007.5,NA,14,1.5,NA,10,NA,NA,NA
"4543",1965-02-23 00:00:00,83743,NA,26.8,24.5,32.3,NA,82,1008.2,NA,0,0,5.7,10,2.5,75.5,1.5
"4544",1965-02-23 12:00:00,83743,1.1,26.3,24.2,NA,24.5,84,1008.2,NA,0,0,NA,10,NA,NA,NA
"4545",1965-02-23 18:00:00,83743,NA,30.2,24.7,NA,NA,62,1004.6,NA,14,4.5,NA,7,NA,NA,NA
"4546",1965-02-24 00:00:00,83743,NA,26.6,23.8,31.3,NA,78,1006.7,NA,0,0,6.9,7,4.3,84.25,1
"4547",1965-02-24 12:00:00,83743,0,27.9,24.8,NA,24.2,77,1006.7,NA,0,0,NA,4,NA,NA,NA
"4548",1965-02-24 18:00:00,83743,NA,27.4,24.2,NA,NA,76,1005.1,NA,9,3,NA,9,NA,NA,NA
"4549",1965-02-25 00:00:00,83743,NA,24.8,23.8,28.7,NA,92,1007,NA,0,0,2.1,10,2.6,84.25,2.333333
"4550",1965-02-25 12:00:00,83743,0.8,25.6,24.2,NA,24.3,89,1006.7,NA,0,0,NA,10,NA,NA,NA
"4551",1965-02-25 18:00:00,83743,NA,28,24.8,NA,NA,76,1004.3,NA,14,4,NA,8,NA,NA,NA
"4552",1965-02-26 00:00:00,83743,NA,25.8,24,33.8,NA,86,1007,NA,9,3,4.9,10,2,76.25,0
"4553",1965-02-26 12:00:00,83743,10.2,27,24.6,NA,24.3,82,1005.6,NA,0,0,NA,10,NA,NA,NA
"4554",1965-02-26 18:00:00,83743,NA,32.7,25.3,NA,NA,53,1003.4,NA,0,0,NA,9,NA,NA,NA
"4555",1965-02-27 00:00:00,83743,NA,25.2,23.4,34.5,NA,85,1006.8,NA,0,0,7.2,10,3.8,62,0
"4556",1965-02-27 12:00:00,83743,2.4,29.8,24.8,NA,24.5,65,1006.7,NA,0,0,NA,9,NA,NA,NA
"4557",1965-02-27 18:00:00,83743,NA,34.4,25.3,NA,NA,45,1003.5,NA,0,0,NA,7,NA,NA,NA
"4558",1965-02-28 00:00:00,83743,NA,30.6,26.2,35.5,NA,69,1005.5,NA,0,0,5.6,9,6.8,59.75,1.9
"4559",1965-02-28 12:00:00,83743,0,31,24.4,NA,26.7,56,1006.3,NA,0,0,NA,10,NA,NA,NA
"4560",1965-02-28 18:00:00,83743,NA,33.6,24,NA,NA,43,1004.8,NA,32,5.7,NA,9,NA,NA,NA
"4561",1965-03-01 00:00:00,83743,NA,29.4,25.2,32,NA,70,1007.1,NA,0,0,5.3,7,7.2,71.25,1.166667
"4562",1965-03-01 12:00:00,83743,0,28.2,25,NA,26.3,76,1008.4,NA,0,0,NA,10,NA,NA,NA
"4563",1965-03-01 18:00:00,83743,NA,30.1,24.2,NA,NA,59,1006.7,NA,14,3.5,NA,9,NA,NA,NA
"4564",1965-03-02 00:00:00,83743,NA,28,24.6,32.3,NA,75,1008.7,NA,0,0,9,8,5.3,78.5,3.166667
"4565",1965-03-02 12:00:00,83743,0,28.4,25.5,NA,25.6,78,1009,NA,0,0,NA,8,NA,NA,NA
"4566",1965-03-02 18:00:00,83743,NA,30.2,25,NA,NA,64,1005,NA,14,6.5,NA,7,NA,NA,NA
"4567",1965-03-03 00:00:00,83743,NA,26.6,24.8,30.9,NA,86,1008.4,NA,9,3,9.5,10,3.2,80.5,0.666667
"4568",1965-03-03 12:00:00,83743,23.1,25.6,23.6,NA,22.2,84,1008,NA,0,0,NA,10,NA,NA,NA
"4569",1965-03-03 18:00:00,83743,NA,30,24.1,NA,NA,60,1006.4,NA,14,1,NA,10,NA,NA,NA
"4570",1965-03-04 00:00:00,83743,NA,25,23.6,25,NA,89,1009.5,NA,9,1,0,10,3.7,88.75,6.566667
"4571",1965-03-04 12:00:00,83743,111.4,21.8,20.8,NA,21,91,1011.9,NA,14,9.3,NA,10,NA,NA,NA
"4572",1965-03-04 18:00:00,83743,NA,21.6,20.2,NA,NA,88,1011.5,NA,14,8.4,NA,10,NA,NA,NA
"4573",1965-03-05 00:00:00,83743,NA,21.8,20.4,26.7,NA,88,1013.9,NA,27,2,5.3,10,1.3,76,3.133333
"4574",1965-03-05 12:00:00,83743,4.9,23.6,21,NA,20.8,78,1013.5,NA,0,0,NA,9,NA,NA,NA
"4575",1965-03-05 18:00:00,83743,NA,26.1,22.2,NA,NA,70,1011,NA,14,5,NA,7,NA,NA,NA
"4576",1965-03-06 00:00:00,83743,NA,24,21.4,28.3,NA,78,1010.8,NA,5,4.4,4,10,3,81.25,1.3
"4577",1965-03-06 12:00:00,83743,0,25.1,23.1,NA,22.6,84,1011.2,NA,0,0,NA,10,NA,NA,NA
"4578",1965-03-06 18:00:00,83743,NA,27.1,22.8,NA,NA,67,1009.4,NA,14,3.9,NA,9,NA,NA,NA
"4579",1965-03-07 00:00:00,83743,NA,23.8,22.2,28.7,NA,87,1011.6,NA,0,0,7.1,10,2.9,78.75,2.266667
"4580",1965-03-07 12:00:00,83743,0,24.1,23,NA,23.1,90,1012.7,NA,36,1.8,NA,10,NA,NA,NA
"4581",1965-03-07 18:00:00,83743,NA,27.8,23.7,NA,NA,69,1009.9,NA,14,5,NA,9,NA,NA,NA
"4582",1965-03-08 00:00:00,83743,NA,25.4,22.6,31.4,NA,78,1011.2,NA,0,0,7.4,10,2.7,72.5,0.833333
"4583",1965-03-08 12:00:00,83743,0,25.2,23.2,NA,22.8,84,1009.9,NA,0,0,NA,8,NA,NA,NA
"4584",1965-03-08 18:00:00,83743,NA,29.2,24.4,NA,NA,66,1006.2,NA,14,2.5,NA,10,NA,NA,NA
"4585",1965-03-09 00:00:00,83743,NA,26.6,22.6,32.2,NA,70,1007.1,NA,0,0,4.4,10,4.7,62.5,2.6
"4586",1965-03-09 12:00:00,83743,0.1,27.4,22.8,NA,24.8,66,1005.1,NA,0,0,NA,9,NA,NA,NA
"4587",1965-03-09 18:00:00,83743,NA,30.7,23.9,NA,NA,54,1000.3,NA,32,7.8,NA,7,NA,NA,NA
"4588",1965-03-10 00:00:00,83743,NA,28.8,24,32.5,NA,65,1001.6,NA,0,0,3.2,10,6.2,76.5,2.2
"4589",1965-03-10 12:00:00,83743,0.3,30.5,24,NA,23,56,1000.7,NA,36,3.6,NA,7,NA,NA,NA
"4590",1965-03-10 18:00:00,83743,NA,24.6,21.4,NA,NA,74,1002.4,NA,23,3,NA,10,NA,NA,NA
"4591",1965-03-11 00:00:00,83743,NA,23.3,21.9,26.4,NA,88,1006.3,NA,0,0,1.7,10,3.2,75.25,1.566667
"4592",1965-03-11 12:00:00,83743,1.6,24.6,22.4,NA,22.3,82,1010,NA,0,0,NA,10,NA,NA,NA
"4593",1965-03-11 18:00:00,83743,NA,25.3,19.6,NA,NA,57,1009.8,NA,14,4.7,NA,10,NA,NA,NA
"4594",1965-03-12 00:00:00,83743,NA,23.6,21.4,27.9,NA,81,1013.2,NA,0,0,6.8,10,4.2,81.75,3.1
"4595",1965-03-12 12:00:00,83743,0,24.2,21.6,NA,22.1,79,1015.1,NA,0,0,NA,7,NA,NA,NA
"4596",1965-03-12 18:00:00,83743,NA,26.5,22.4,NA,NA,68,1013.8,NA,14,7.3,NA,7,NA,NA,NA
"4597",1965-03-13 00:00:00,83743,NA,22.2,21.1,26.1,NA,90,1016.8,NA,5,2,3.3,10,3.3,74.5,1.333333
"4598",1965-03-13 12:00:00,83743,1.6,24.2,21.1,NA,21.9,75,1017.9,NA,0,0,NA,8,NA,NA,NA
"4599",1965-03-13 18:00:00,83743,NA,24.9,21.7,NA,NA,75,1015.5,NA,14,4,NA,8,NA,NA,NA
"4600",1965-03-14 00:00:00,83743,NA,23.9,20.7,26.8,NA,74,1016.3,NA,0,0,9.8,5,4,73.75,1.833333
"4601",1965-03-14 12:00:00,83743,0,24.4,21.5,NA,21.5,76,1017,NA,0,0,NA,6,NA,NA,NA
"4602",1965-03-14 18:00:00,83743,NA,26.2,21.6,NA,NA,65,1015,NA,14,5.5,NA,9,NA,NA,NA
"4603",1965-03-15 00:00:00,83743,NA,23.7,21,27.3,NA,77,1016.2,NA,0,0,6.9,10,4.5,65.5,5
"4604",1965-03-15 12:00:00,83743,0,24,20.3,NA,22.1,70,1016.6,NA,5,5.5,NA,9,NA,NA,NA
"4605",1965-03-15 18:00:00,83743,NA,26.8,20.8,NA,NA,56,1013.8,NA,9,7,NA,9,NA,NA,NA
"4606",1965-03-16 00:00:00,83743,NA,23.7,19.8,28,NA,68,1014.8,NA,5,2.5,8.3,2,5.1,74.25,1.666667
"4607",1965-03-16 12:00:00,83743,0,24.2,21,NA,21.3,74,1014,NA,0,0,NA,5,NA,NA,NA
"4608",1965-03-16 18:00:00,83743,NA,26.9,22.5,NA,NA,67,1010.6,NA,18,5,NA,9,NA,NA,NA
"4609",1965-03-17 00:00:00,83743,NA,25,22.2,29.4,NA,78,1012.7,NA,0,0,3.6,10,3.6,83.5,1
"4610",1965-03-17 12:00:00,83743,1,25,23.2,NA,22.7,86,1011.5,NA,0,0,NA,10,NA,NA,NA
"4611",1965-03-17 18:00:00,83743,NA,26.7,23.3,NA,NA,74,1007.5,NA,14,3,NA,10,NA,NA,NA
"4612",1965-03-18 00:00:00,83743,NA,26,24.4,34.3,NA,87,1009.5,NA,0,0,7.7,10,2.6,73.5,0
"4613",1965-03-18 12:00:00,83743,0.6,27,23.4,NA,21.5,72,1007.6,NA,0,0,NA,7,NA,NA,NA
"4614",1965-03-18 18:00:00,83743,NA,33,25,NA,NA,50,1004.4,NA,0,0,NA,7,NA,NA,NA
"4615",1965-03-19 00:00:00,83743,NA,22.6,21,31.3,NA,86,1007.1,NA,0,0,3.2,10,4.3,83,2.166667
"4616",1965-03-19 12:00:00,83743,24,27.1,24.1,NA,22.2,77,1007.1,NA,0,0,NA,10,NA,NA,NA
"4617",1965-03-19 18:00:00,83743,NA,26.8,23.3,NA,NA,73,1005.8,NA,14,4.5,NA,9,NA,NA,NA
"4618",1965-03-20 00:00:00,83743,NA,22.2,21.2,26.5,NA,91,1011.1,NA,23,2,4.5,10,3.5,82.25,1
"4619",1965-03-20 12:00:00,83743,18.8,24.2,22.1,NA,21.6,83,1013.2,NA,0,0,NA,8,NA,NA,NA
"4620",1965-03-20 18:00:00,83743,NA,24.8,22.6,NA,NA,82,1012,NA,14,3,NA,10,NA,NA,NA
"4621",1965-03-21 00:00:00,83743,NA,23.9,21.8,25,NA,82,1017.6,NA,0,0,0.2,4,2.8,87,1.166667
"4622",1965-03-21 12:00:00,83743,5.8,23.9,22.3,NA,21.8,86,1016.4,NA,0,0,NA,8,NA,NA,NA
"4623",1965-03-21 18:00:00,83743,NA,24.5,22.9,NA,NA,86,1015.6,NA,14,2.5,NA,10,NA,NA,NA
"4624",1965-03-22 00:00:00,83743,NA,22.8,21.4,26.6,NA,88,1017.6,NA,5,1,9.2,6,1.8,73,2.333333
"4625",1965-03-22 12:00:00,83743,9.1,24.2,22.2,NA,21.6,84,1017.6,NA,0,0,NA,7,NA,NA,NA
"4626",1965-03-22 18:00:00,83743,NA,26.4,21.3,NA,NA,62,1014.3,NA,9,6,NA,5,NA,NA,NA
"4627",1965-03-23 00:00:00,83743,NA,24.3,21,24.7,NA,73,1015,NA,9,1,0.3,3,3.9,80.25,0
"4628",1965-03-23 12:00:00,83743,0,22.4,21.2,NA,21.6,90,1013.4,NA,0,0,NA,10,NA,NA,NA
"4629",1965-03-23 18:00:00,83743,NA,24.3,20.5,NA,NA,69,1009.8,NA,0,0,NA,10,NA,NA,NA
"4630",1965-03-24 00:00:00,83743,NA,23.7,21.5,32.7,NA,81,1011.4,NA,0,0,9.6,8,2.2,74.75,0.733333
"4631",1965-03-24 12:00:00,83743,3,26.2,23.5,NA,21.9,79,1008.3,NA,0,0,NA,5,NA,NA,NA
"4632",1965-03-24 18:00:00,83743,NA,28.4,24.2,NA,NA,70,1006.2,NA,9,2.2,NA,6,NA,NA,NA
"4633",1965-03-25 00:00:00,83743,NA,27,23.8,32.2,NA,75,1009,NA,0,0,8.5,7,3.8,70,0
"4634",1965-03-25 12:00:00,83743,0,26.3,23.2,NA,23.3,76,1009.5,NA,0,0,NA,5,NA,NA,NA
"4635",1965-03-25 18:00:00,83743,NA,32,25.2,NA,NA,56,1005.8,NA,0,0,NA,5,NA,NA,NA
"4636",1965-03-26 00:00:00,83743,NA,28.2,24.6,28.7,NA,74,1008.3,NA,0,0,0.3,10,6.3,76.75,0.533333
"4637",1965-03-26 12:00:00,83743,0.3,25.8,22.4,NA,23.5,73,1009.4,NA,0,0,NA,10,NA,NA,NA
"4638",1965-03-26 18:00:00,83743,NA,26.8,22.6,NA,NA,68,1007.5,NA,36,1.6,NA,10,NA,NA,NA
"4639",1965-03-27 00:00:00,83743,NA,25,22.9,28.3,NA,83,1007.9,NA,0,0,3.9,4,2.4,79.25,0
"4640",1965-03-27 12:00:00,83743,0,25.1,23.1,NA,23.7,84,1007.4,NA,0,0,NA,10,NA,NA,NA
"4641",1965-03-27 18:00:00,83743,NA,27.4,22.9,NA,NA,67,1004.6,NA,0,0,NA,9,NA,NA,NA
"4642",1965-03-28 00:00:00,83743,NA,25.9,23.7,30.3,NA,83,1007.4,NA,0,0,9.2,8,2.6,80.75,3.566667
"4643",1965-03-28 12:00:00,83743,0,25.6,23.4,NA,23.3,82,1006.4,NA,0,0,NA,8,NA,NA,NA
"4644",1965-03-28 18:00:00,83743,NA,27.7,24.1,NA,NA,73,1003.4,NA,5,8.7,NA,10,NA,NA,NA
"4645",1965-03-29 00:00:00,83743,NA,26,24,30.3,NA,84,1006.7,NA,18,2,6.6,6,2.7,67.75,1.766667
"4646",1965-03-29 12:00:00,83743,0,26.2,23.4,NA,23.3,78,1006.8,NA,0,0,NA,10,NA,NA,NA
"4647",1965-03-29 18:00:00,83743,NA,29.2,21.4,NA,NA,47,1004.7,NA,14,5.3,NA,9,NA,NA,NA
"4648",1965-03-30 00:00:00,83743,NA,25.9,22.4,29.7,NA,73,1008.2,NA,0,0,10,0,5.6,61,1.666667
"4649",1965-03-30 12:00:00,83743,0,24.8,22.2,NA,22.1,79,1009.5,NA,0,0,NA,4,NA,NA,NA
"4650",1965-03-30 18:00:00,83743,NA,28.6,20.1,NA,NA,43,1008,NA,14,5,NA,2,NA,NA,NA
"4651",1965-03-31 00:00:00,83743,NA,25.8,20.6,27.8,NA,61,1012.2,NA,0,0,8.5,0,6.3,70.25,1.9
"4652",1965-03-31 12:00:00,83743,0,25.2,20.4,NA,22,63,1013.9,NA,0,0,NA,9,NA,NA,NA
"4653",1965-03-31 18:00:00,83743,NA,26.1,22.2,NA,NA,70,1011.6,NA,14,5.7,NA,5,NA,NA,NA
"4654",1965-04-01 00:00:00,83743,NA,24.9,21.6,27.6,NA,74,1014.8,NA,0,0,8.3,4,4.9,67.5,3.333333
"4655",1965-04-01 12:00:00,83743,0.1,25,21,NA,22.1,68,1015.4,NA,0,0,NA,6,NA,NA,NA
"4656",1965-04-01 18:00:00,83743,NA,27.1,22,NA,NA,62,1016.4,NA,14,7,NA,5,NA,NA,NA
"4657",1965-04-02 00:00:00,83743,NA,25,21.2,27.3,NA,70,1014.8,NA,9,3,6.4,8,4.7,71.5,2.466667
"4658",1965-04-02 12:00:00,83743,0,24.5,22.3,NA,22.8,81,1016,NA,0,0,NA,8,NA,NA,NA
"4659",1965-04-02 18:00:00,83743,NA,27,21.2,NA,NA,57,1013.6,NA,14,7.4,NA,7,NA,NA,NA
"4660",1965-04-03 00:00:00,83743,NA,24.2,21,27.1,NA,74,1015.8,NA,0,0,9.9,9,4.7,67.75,2.5
"4661",1965-04-03 12:00:00,83743,0.4,24.4,21.2,NA,22.2,74,1016.7,NA,0,0,NA,7,NA,NA,NA
"4662",1965-04-03 18:00:00,83743,NA,26.4,21.5,NA,NA,63,1013.4,NA,14,7.5,NA,3,NA,NA,NA
"4663",1965-04-04 00:00:00,83743,NA,23.8,19.8,27.7,NA,67,1015.6,NA,0,0,10.3,0,5.5,68.75,2.933333
"4664",1965-04-04 12:00:00,83743,0,24.3,20.6,NA,21.3,70,1015,NA,0,0,NA,2,NA,NA,NA
"4665",1965-04-04 18:00:00,83743,NA,26.8,21.6,NA,NA,61,1012.7,NA,9,6.8,NA,3,NA,NA,NA
"4666",1965-04-05 00:00:00,83743,NA,24,20.6,28.2,NA,72,1014.3,NA,5,2,7.8,3,4.2,65.5,1.5
"4667",1965-04-05 12:00:00,83743,0,24.4,21.8,NA,21.9,78,1015.4,NA,0,0,NA,4,NA,NA,NA
"4668",1965-04-05 18:00:00,83743,NA,27.8,22.6,NA,NA,62,1013.2,NA,14,3.5,NA,10,NA,NA,NA
"4669",1965-04-06 00:00:00,83743,NA,24.6,19.6,27.3,NA,61,1014.4,NA,9,1,8.2,6,4.8,76.5,1.833333
"4670",1965-04-06 12:00:00,83743,0,24.8,21.6,NA,21.7,74,1014.4,NA,0,0,NA,7,NA,NA,NA
"4671",1965-04-06 18:00:00,83743,NA,27.1,22.4,NA,NA,64,1011.8,NA,5,2,NA,10,NA,NA,NA
"4672",1965-04-07 00:00:00,83743,NA,23.9,22,29.5,NA,84,1013.2,NA,9,3.5,9.3,9,3.5,75.75,1.233333
"4673",1965-04-07 12:00:00,83743,3.8,25.4,22.7,NA,22,79,1013,NA,0,0,NA,6,NA,NA,NA
"4674",1965-04-07 18:00:00,83743,NA,28.9,24.4,NA,NA,68,1010.2,NA,9,3.7,NA,6,NA,NA,NA
"4675",1965-04-08 00:00:00,83743,NA,26,23.2,29.8,NA,78,1011.8,NA,0,0,10,8,3.6,76,0
"4676",1965-04-08 12:00:00,83743,0,27.1,23.3,NA,23.2,71,1011.6,NA,0,0,NA,5,NA,NA,NA
"4677",1965-04-08 18:00:00,83743,NA,29.4,24.6,NA,NA,67,1008,NA,0,0,NA,3,NA,NA,NA
"4678",1965-04-09 00:00:00,83743,NA,25.4,23.2,32.4,NA,83,1009.2,NA,0,0,5.6,0,3.6,73.5,0
"4679",1965-04-09 12:00:00,83743,0,27.9,23.9,NA,23,70,1008.7,NA,0,0,NA,7,NA,NA,NA
"4680",1965-04-09 18:00:00,83743,NA,29.5,25,NA,NA,68,1004.3,NA,0,0,NA,10,NA,NA,NA
"4681",1965-04-10 00:00:00,83743,NA,23.1,20.5,30.9,NA,78,1008.3,NA,0,0,2.3,10,3.4,64.5,3.233333
"4682",1965-04-10 12:00:00,83743,9.3,26.4,23.1,NA,22.8,75,1008.2,NA,36,2.7,NA,10,NA,NA,NA
"4683",1965-04-10 18:00:00,83743,NA,28.5,21.2,NA,NA,49,1006.7,NA,14,7,NA,10,NA,NA,NA
"4684",1965-04-11 00:00:00,83743,NA,26,21.7,27.7,NA,67,1009.8,NA,0,0,4.6,9,5.2,81.5,3.333333
"4685",1965-04-11 12:00:00,83743,2.9,23.4,22,NA,22.7,88,1009.9,NA,0,0,NA,10,NA,NA,NA
"4686",1965-04-11 18:00:00,83743,NA,25.6,22.8,NA,NA,78,1007.5,NA,9,10,NA,7,NA,NA,NA
"4687",1965-04-12 00:00:00,83743,NA,24.1,21.8,28.4,NA,80,1009.4,NA,0,0,8.2,9,2.7,77.5,2.333333
"4688",1965-04-12 12:00:00,83743,0,25.6,22.6,NA,22.3,77,1011,NA,0,0,NA,7,NA,NA,NA
"4689",1965-04-12 18:00:00,83743,NA,26.8,23.3,NA,NA,73,1008.6,NA,14,5,NA,7,NA,NA,NA
"4690",1965-04-13 00:00:00,83743,NA,25.2,22.6,27.6,NA,80,1011.4,NA,9,2,3.6,4,3.2,79.5,1.566667
"4691",1965-04-13 12:00:00,83743,0,25.5,22.7,NA,22.7,78,1012.6,NA,32,2.7,NA,8,NA,NA,NA
"4692",1965-04-13 18:00:00,83743,NA,25,22.5,NA,NA,80,1011,NA,14,2,NA,10,NA,NA,NA
"4693",1965-04-14 00:00:00,83743,NA,24.9,22.4,27.1,NA,80,1013.2,NA,0,0,7.1,7,5.3,84,1.333333
"4694",1965-04-14 12:00:00,83743,13.4,24.4,22.7,NA,21.9,86,1013.8,NA,0,0,NA,10,NA,NA,NA
"4695",1965-04-14 18:00:00,83743,NA,26.3,22.6,NA,NA,72,1011.2,NA,0,0,NA,6,NA,NA,NA
"4696",1965-04-15 00:00:00,83743,NA,23,21.7,25.8,NA,89,1013,NA,14,4,6.5,10,2.6,80,2.333333
"4697",1965-04-15 12:00:00,83743,11.9,25.3,22.9,NA,21.9,81,1013.2,NA,0,0,NA,5,NA,NA,NA
"4698",1965-04-15 18:00:00,83743,NA,25.2,22.5,NA,NA,79,1010.4,NA,9,5,NA,5,NA,NA,NA
"4699",1965-04-16 00:00:00,83743,NA,24.1,21.8,27.1,NA,80,1013,NA,9,2,9.9,9,1.8,74,2.566667
"4700",1965-04-16 12:00:00,83743,0,25.4,22.6,NA,21.7,78,1012.8,NA,0,0,NA,4,NA,NA,NA
"4701",1965-04-16 18:00:00,83743,NA,25.9,21.7,NA,NA,68,1011.8,NA,14,7.7,NA,1,NA,NA,NA
"4702",1965-04-17 00:00:00,83743,NA,23.8,20.8,28.5,NA,75,1014,NA,0,0,10.7,0,3.9,82.25,2
